python /home/drr342/dl/assignments/hw3/examples/word_language_model/main.py --data /home/drr342/dl/assignments/hw3/examples/word_language_model/data/wikitext-2 --save /home/drr342/dl/assignments/hw3/models/GRU'_'400'_'1'_'16.pt --cuda --model GRU --epochs 10 --emsize 400 --nlayers 1 --bptt 16

/home/drr342/pyenv/py3.6.3/lib/python3.6/site-packages/torch/nn/modules/rnn.py:46: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.2 and num_layers=1
  "num_layers={}".format(dropout, num_layers))
| epoch   1 |   200/ 6526 batches | lr 20.00 | ms/batch 24.80 | loss  7.82 | ppl  2485.35
| epoch   1 |  4400/ 6526 batches | lr 20.00 | ms/batch 24.20 | loss  5.63 | ppl   278.16
| epoch   1 |  4600/ 6526 batches | lr 20.00 | ms/batch 24.17 | loss  5.62 | ppl   276.37
| epoch   1 |  4800/ 6526 batches | lr 20.00 | ms/batch 24.21 | loss  5.53 | ppl   251.34
| epoch   1 |  5000/ 6526 batches | lr 20.00 | ms/batch 24.22 | loss  5.55 | ppl   258.32
| epoch   1 |  5200/ 6526 batches | lr 20.00 | ms/batch 24.25 | loss  5.68 | ppl   293.68
| epoch   1 |  5400/ 6526 batches | lr 20.00 | ms/batch 24.25 | loss  5.60 | ppl   271.48
| epoch   1 |  5600/ 6526 batches | lr 20.00 | ms/batch 24.26 | loss  5.63 | ppl   278.18
| epoch   1 |  5800/ 6526 batches | lr 20.00 | ms/batch 24.23 | loss  5.68 | ppl   292.40
| epoch   1 |  6000/ 6526 batches | lr 20.00 | ms/batch 24.22 | loss  5.52 | ppl   250.83
| epoch   1 |  6200/ 6526 batches | lr 20.00 | ms/batch 24.27 | loss  5.54 | ppl   255.21
| epoch   1 |  6400/ 6526 batches | lr 20.00 | ms/batch 24.21 | loss  5.52 | ppl   250.14
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 163.15s | valid loss  5.57 | valid ppl   263.28
-----------------------------------------------------------------------------------------
| epoch   2 |   200/ 6526 batches | lr 20.00 | ms/batch 23.66 | loss  5.56 | ppl   260.56
| epoch   2 |   400/ 6526 batches | lr 20.00 | ms/batch 23.53 | loss  5.54 | ppl   254.31
| epoch   2 |   600/ 6526 batches | lr 20.00 | ms/batch 24.13 | loss  5.49 | ppl   241.47
| epoch   2 |   800/ 6526 batches | lr 20.00 | ms/batch 23.55 | loss  5.59 | ppl   266.54
| epoch   2 |  1000/ 6526 batches | lr 20.00 | ms/batch 23.58 | loss  5.46 | ppl   236.09
| epoch   2 |  1200/ 6526 batches | lr 20.00 | ms/batch 23.53 | loss  5.41 | ppl   223.95
| epoch   2 |  1400/ 6526 batches | lr 20.00 | ms/batch 23.59 | loss  5.29 | ppl   198.22
| epoch   2 |  1600/ 6526 batches | lr 20.00 | ms/batch 23.56 | loss  5.40 | ppl   220.32
| epoch   2 |  1800/ 6526 batches | lr 20.00 | ms/batch 23.57 | loss  5.46 | ppl   234.31
| epoch   2 |  2000/ 6526 batches | lr 20.00 | ms/batch 23.53 | loss  5.44 | ppl   229.34
| epoch   2 |  2200/ 6526 batches | lr 20.00 | ms/batch 23.58 | loss  5.41 | ppl   224.08
| epoch   2 |  2400/ 6526 batches | lr 20.00 | ms/batch 23.56 | loss  5.42 | ppl   224.91
| epoch   2 |  2600/ 6526 batches | lr 20.00 | ms/batch 23.59 | loss  5.46 | ppl   234.57
| epoch   2 |  2800/ 6526 batches | lr 20.00 | ms/batch 23.62 | loss  5.54 | ppl   255.67
| epoch   2 |  3000/ 6526 batches | lr 20.00 | ms/batch 23.64 | loss  5.50 | ppl   245.44
| epoch   2 |  3200/ 6526 batches | lr 20.00 | ms/batch 23.64 | loss  5.50 | ppl   244.84
| epoch   2 |  3400/ 6526 batches | lr 20.00 | ms/batch 23.61 | loss  5.63 | ppl   277.29
| epoch   2 |  3600/ 6526 batches | lr 20.00 | ms/batch 23.60 | loss  5.54 | ppl   255.85
| epoch   2 |  3800/ 6526 batches | lr 20.00 | ms/batch 23.63 | loss  5.50 | ppl   245.58
| epoch   2 |  4000/ 6526 batches | lr 20.00 | ms/batch 23.65 | loss  5.58 | ppl   263.75
| epoch   2 |  4200/ 6526 batches | lr 20.00 | ms/batch 23.66 | loss  5.59 | ppl   268.83
| epoch   2 |  4400/ 6526 batches | lr 20.00 | ms/batch 23.64 | loss  5.59 | ppl   268.10
| epoch   2 |  4600/ 6526 batches | lr 20.00 | ms/batch 23.71 | loss  5.59 | ppl   268.18
| epoch   2 |  4800/ 6526 batches | lr 20.00 | ms/batch 23.70 | loss  5.54 | ppl   253.81
| epoch   2 |  5000/ 6526 batches | lr 20.00 | ms/batch 23.69 | loss  5.60 | ppl   270.84
| epoch   2 |  5200/ 6526 batches | lr 20.00 | ms/batch 23.67 | loss  5.76 | ppl   316.59
| epoch   2 |  5400/ 6526 batches | lr 20.00 | ms/batch 23.69 | loss  5.72 | ppl   304.00
| epoch   2 |  5600/ 6526 batches | lr 20.00 | ms/batch 23.70 | loss  5.76 | ppl   318.90
| epoch   2 |  5800/ 6526 batches | lr 20.00 | ms/batch 23.70 | loss  5.86 | ppl   352.16
| epoch   2 |  6000/ 6526 batches | lr 20.00 | ms/batch 23.90 | loss  5.74 | ppl   310.57
| epoch   2 |  6200/ 6526 batches | lr 20.00 | ms/batch 23.71 | loss  5.80 | ppl   328.65
| epoch   2 |  6400/ 6526 batches | lr 20.00 | ms/batch 23.71 | loss  5.80 | ppl   328.93
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 160.34s | valid loss  5.88 | valid ppl   357.13
-----------------------------------------------------------------------------------------
| epoch   3 |   200/ 6526 batches | lr 5.00 | ms/batch 23.93 | loss  5.85 | ppl   347.22
| epoch   3 |   400/ 6526 batches | lr 5.00 | ms/batch 23.87 | loss  5.79 | ppl   327.06
| epoch   3 |   600/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.72 | ppl   305.88
| epoch   3 |   800/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  5.77 | ppl   320.67
| epoch   3 |  1000/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.61 | ppl   273.84
| epoch   3 |  1200/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  5.56 | ppl   259.24
| epoch   3 |  1400/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  5.47 | ppl   237.57
| epoch   3 |  1600/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  5.52 | ppl   249.81
| epoch   3 |  1800/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  5.54 | ppl   255.39
| epoch   3 |  2000/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  5.48 | ppl   239.17
| epoch   3 |  2200/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  5.45 | ppl   231.72
| epoch   3 |  2400/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  5.42 | ppl   226.08
| epoch   3 |  2600/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  5.44 | ppl   230.29
| epoch   3 |  2800/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  5.51 | ppl   247.25
| epoch   3 |  3000/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  5.41 | ppl   222.76
| epoch   3 |  3200/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  5.39 | ppl   218.86
| epoch   3 |  3400/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  5.49 | ppl   242.80
| epoch   3 |  3600/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  5.38 | ppl   217.14
| epoch   3 |  3800/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  5.30 | ppl   201.18
| epoch   3 |  4000/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  5.36 | ppl   211.71
| epoch   3 |  4200/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  5.36 | ppl   212.36
| epoch   3 |  4400/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  5.30 | ppl   200.58
| epoch   3 |  4600/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  5.26 | ppl   192.10
| epoch   3 |  4800/ 6526 batches | lr 5.00 | ms/batch 24.40 | loss  5.17 | ppl   175.22
| epoch   3 |  5000/ 6526 batches | lr 5.00 | ms/batch 23.88 | loss  5.20 | ppl   181.07
| epoch   3 |  5200/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  5.30 | ppl   199.98
| epoch   3 |  5400/ 6526 batches | lr 5.00 | ms/batch 23.98 | loss  5.23 | ppl   186.44
| epoch   3 |  5600/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.25 | ppl   191.13
| epoch   3 |  5800/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.31 | ppl   201.63
| epoch   3 |  6000/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  5.14 | ppl   171.34
| epoch   3 |  6200/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.16 | ppl   174.65
| epoch   3 |  6400/ 6526 batches | lr 5.00 | ms/batch 23.88 | loss  5.15 | ppl   172.36
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 161.61s | valid loss  5.40 | valid ppl   222.05
-----------------------------------------------------------------------------------------
| epoch   4 |   200/ 6526 batches | lr 5.00 | ms/batch 24.04 | loss  5.34 | ppl   209.34
| epoch   4 |   400/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  5.32 | ppl   204.25
| epoch   4 |   600/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  5.27 | ppl   194.49
| epoch   4 |   800/ 6526 batches | lr 5.00 | ms/batch 23.85 | loss  5.34 | ppl   209.46
| epoch   4 |  1000/ 6526 batches | lr 5.00 | ms/batch 23.87 | loss  5.21 | ppl   183.26
| epoch   4 |  1200/ 6526 batches | lr 5.00 | ms/batch 23.93 | loss  5.14 | ppl   171.11
| epoch   4 |  1400/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  5.05 | ppl   155.56
| epoch   4 |  1600/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  5.13 | ppl   169.43
| epoch   4 |  1800/ 6526 batches | lr 5.00 | ms/batch 23.87 | loss  5.17 | ppl   175.83
| epoch   4 |  2000/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  5.12 | ppl   167.87
| epoch   4 |  2200/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  5.09 | ppl   162.62
| epoch   4 |  2400/ 6526 batches | lr 5.00 | ms/batch 23.86 | loss  5.09 | ppl   162.28
| epoch   4 |  2600/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  5.12 | ppl   166.70
| epoch   4 |  2800/ 6526 batches | lr 5.00 | ms/batch 23.87 | loss  5.20 | ppl   182.00
| epoch   4 |  3000/ 6526 batches | lr 5.00 | ms/batch 23.85 | loss  5.10 | ppl   164.55
| epoch   4 |  3200/ 6526 batches | lr 5.00 | ms/batch 23.85 | loss  5.09 | ppl   163.14
| epoch   4 |  3400/ 6526 batches | lr 5.00 | ms/batch 24.02 | loss  5.22 | ppl   184.96
| epoch   4 |  3600/ 6526 batches | lr 5.00 | ms/batch 23.90 | loss  5.11 | ppl   165.01
| epoch   4 |  3800/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.04 | ppl   154.66
| epoch   4 |  4000/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.10 | ppl   163.79
| epoch   4 |  4200/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  5.09 | ppl   163.09
| epoch   4 |  4400/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  5.06 | ppl   157.26
| epoch   4 |  4600/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  5.02 | ppl   150.74
| epoch   4 |  4800/ 6526 batches | lr 5.00 | ms/batch 23.88 | loss  4.94 | ppl   139.19
| epoch   4 |  5000/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  4.96 | ppl   142.51
| epoch   4 |  5200/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  5.07 | ppl   159.24
| epoch   4 |  5400/ 6526 batches | lr 5.00 | ms/batch 23.87 | loss  5.01 | ppl   149.92
| epoch   4 |  5600/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  5.04 | ppl   154.60
| epoch   4 |  5800/ 6526 batches | lr 5.00 | ms/batch 23.86 | loss  5.10 | ppl   164.16
| epoch   4 |  6000/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  4.95 | ppl   140.57
| epoch   4 |  6200/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  4.96 | ppl   142.71
| epoch   4 |  6400/ 6526 batches | lr 5.00 | ms/batch 23.84 | loss  4.96 | ppl   142.51
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 161.82s | valid loss  5.28 | valid ppl   197.18
-----------------------------------------------------------------------------------------
| epoch   5 |   200/ 6526 batches | lr 5.00 | ms/batch 24.95 | loss  5.11 | ppl   165.19
| epoch   5 |   400/ 6526 batches | lr 5.00 | ms/batch 24.80 | loss  5.09 | ppl   161.94
| epoch   5 |   600/ 6526 batches | lr 5.00 | ms/batch 24.84 | loss  5.05 | ppl   155.69
| epoch   5 |   800/ 6526 batches | lr 5.00 | ms/batch 24.84 | loss  5.12 | ppl   167.99
| epoch   5 |  1000/ 6526 batches | lr 5.00 | ms/batch 24.84 | loss  4.99 | ppl   147.31
| epoch   5 |  1200/ 6526 batches | lr 5.00 | ms/batch 24.85 | loss  4.93 | ppl   138.33
| epoch   5 |  1400/ 6526 batches | lr 5.00 | ms/batch 24.91 | loss  4.84 | ppl   126.79
| epoch   5 |  1600/ 6526 batches | lr 5.00 | ms/batch 24.86 | loss  4.92 | ppl   136.89
| epoch   5 |  1800/ 6526 batches | lr 5.00 | ms/batch 24.85 | loss  4.98 | ppl   145.08
| epoch   5 |  2000/ 6526 batches | lr 5.00 | ms/batch 24.82 | loss  4.94 | ppl   139.28
| epoch   5 |  2200/ 6526 batches | lr 5.00 | ms/batch 24.77 | loss  4.90 | ppl   134.70
| epoch   5 |  2400/ 6526 batches | lr 5.00 | ms/batch 24.84 | loss  4.91 | ppl   135.34
| epoch   5 |  2600/ 6526 batches | lr 5.00 | ms/batch 24.72 | loss  4.93 | ppl   138.70
| epoch   5 |  2800/ 6526 batches | lr 5.00 | ms/batch 24.62 | loss  5.03 | ppl   152.34
| epoch   5 |  3000/ 6526 batches | lr 5.00 | ms/batch 24.65 | loss  4.94 | ppl   139.68
| epoch   5 |  3200/ 6526 batches | lr 5.00 | ms/batch 24.63 | loss  4.92 | ppl   136.93
| epoch   5 |  3400/ 6526 batches | lr 5.00 | ms/batch 24.64 | loss  5.05 | ppl   155.50
| epoch   5 |  3600/ 6526 batches | lr 5.00 | ms/batch 24.66 | loss  4.93 | ppl   138.78
| epoch   5 |  3800/ 6526 batches | lr 5.00 | ms/batch 24.64 | loss  4.88 | ppl   131.83
| epoch   5 |  4000/ 6526 batches | lr 5.00 | ms/batch 24.63 | loss  4.94 | ppl   139.57
| epoch   5 |  4200/ 6526 batches | lr 5.00 | ms/batch 24.59 | loss  4.93 | ppl   139.06
| epoch   5 |  4400/ 6526 batches | lr 5.00 | ms/batch 24.63 | loss  4.90 | ppl   133.85
| epoch   5 |  4600/ 6526 batches | lr 5.00 | ms/batch 24.65 | loss  4.86 | ppl   129.13
| epoch   5 |  4800/ 6526 batches | lr 5.00 | ms/batch 24.65 | loss  4.78 | ppl   119.24
| epoch   5 |  5000/ 6526 batches | lr 5.00 | ms/batch 24.79 | loss  4.80 | ppl   121.40
| epoch   5 |  5200/ 6526 batches | lr 5.00 | ms/batch 24.87 | loss  4.92 | ppl   136.41
| epoch   5 |  5400/ 6526 batches | lr 5.00 | ms/batch 24.86 | loss  4.86 | ppl   129.06
| epoch   5 |  5600/ 6526 batches | lr 5.00 | ms/batch 24.85 | loss  4.89 | ppl   132.53
| epoch   5 |  5800/ 6526 batches | lr 5.00 | ms/batch 24.77 | loss  4.96 | ppl   142.66
| epoch   5 |  6000/ 6526 batches | lr 5.00 | ms/batch 24.89 | loss  4.80 | ppl   121.66
| epoch   5 |  6200/ 6526 batches | lr 5.00 | ms/batch 24.87 | loss  4.82 | ppl   123.54
| epoch   5 |  6400/ 6526 batches | lr 5.00 | ms/batch 24.88 | loss  4.81 | ppl   122.67
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 167.67s | valid loss  5.23 | valid ppl   186.89
-----------------------------------------------------------------------------------------
| epoch   6 |   200/ 6526 batches | lr 5.00 | ms/batch 24.03 | loss  4.94 | ppl   139.94
| epoch   6 |   400/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.93 | ppl   138.22
| epoch   6 |   600/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  4.90 | ppl   133.92
| epoch   6 |   800/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  4.96 | ppl   142.59
| epoch   6 |  1000/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  4.83 | ppl   125.63
| epoch   6 |  1200/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.77 | ppl   118.41
| epoch   6 |  1400/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.70 | ppl   109.62
| epoch   6 |  1600/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.78 | ppl   119.00
| epoch   6 |  1800/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.83 | ppl   124.93
| epoch   6 |  2000/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.79 | ppl   120.51
| epoch   6 |  2200/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  4.77 | ppl   117.49
| epoch   6 |  2400/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  4.77 | ppl   117.81
| epoch   6 |  2600/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  4.80 | ppl   121.17
| epoch   6 |  2800/ 6526 batches | lr 5.00 | ms/batch 23.85 | loss  4.89 | ppl   133.40
| epoch   6 |  3000/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.80 | ppl   122.11
| epoch   6 |  3200/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.79 | ppl   120.38
| epoch   6 |  3400/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.92 | ppl   136.91
| epoch   6 |  3600/ 6526 batches | lr 5.00 | ms/batch 23.82 | loss  4.81 | ppl   122.87
| epoch   6 |  3800/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.75 | ppl   115.24
| epoch   6 |  4000/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  4.82 | ppl   123.84
| epoch   6 |  4200/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.81 | ppl   123.04
| epoch   6 |  4400/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.78 | ppl   119.50
| epoch   6 |  4600/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.72 | ppl   112.46
| epoch   6 |  4800/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.65 | ppl   104.14
| epoch   6 |  5000/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.67 | ppl   107.08
| epoch   6 |  5200/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  4.80 | ppl   121.62
| epoch   6 |  5400/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.73 | ppl   113.78
| epoch   6 |  5600/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  4.77 | ppl   117.38
| epoch   6 |  5800/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.84 | ppl   126.62
| epoch   6 |  6000/ 6526 batches | lr 5.00 | ms/batch 23.86 | loss  4.68 | ppl   107.57
| epoch   6 |  6200/ 6526 batches | lr 5.00 | ms/batch 23.80 | loss  4.70 | ppl   110.00
| epoch   6 |  6400/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.69 | ppl   109.17
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 161.33s | valid loss  5.19 | valid ppl   178.88
-----------------------------------------------------------------------------------------
| epoch   7 |   200/ 6526 batches | lr 5.00 | ms/batch 23.90 | loss  4.80 | ppl   121.81
| epoch   7 |   400/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.80 | ppl   120.94
| epoch   7 |   600/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.77 | ppl   117.74
| epoch   7 |   800/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.84 | ppl   126.31
| epoch   7 |  1000/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.71 | ppl   111.13
| epoch   7 |  1200/ 6526 batches | lr 5.00 | ms/batch 23.74 | loss  4.66 | ppl   105.47
| epoch   7 |  1400/ 6526 batches | lr 5.00 | ms/batch 23.88 | loss  4.57 | ppl    97.01
| epoch   7 |  1600/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.66 | ppl   105.96
| epoch   7 |  1800/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.71 | ppl   111.44
| epoch   7 |  2000/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  4.68 | ppl   107.83
| epoch   7 |  2200/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.65 | ppl   105.10
| epoch   7 |  2400/ 6526 batches | lr 5.00 | ms/batch 23.74 | loss  4.66 | ppl   105.52
| epoch   7 |  2600/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.69 | ppl   108.36
| epoch   7 |  2800/ 6526 batches | lr 5.00 | ms/batch 23.78 | loss  4.79 | ppl   119.71
| epoch   7 |  3000/ 6526 batches | lr 5.00 | ms/batch 23.79 | loss  4.69 | ppl   109.13
| epoch   7 |  3200/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.68 | ppl   107.31
| epoch   7 |  3400/ 6526 batches | lr 5.00 | ms/batch 23.81 | loss  4.81 | ppl   122.68
| epoch   7 |  3600/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.71 | ppl   111.11
| epoch   7 |  3800/ 6526 batches | lr 5.00 | ms/batch 23.74 | loss  4.65 | ppl   104.62
| epoch   7 |  4000/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.71 | ppl   111.19
| epoch   7 |  4200/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.71 | ppl   111.54
| epoch   7 |  4400/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.68 | ppl   107.77
| epoch   7 |  4600/ 6526 batches | lr 5.00 | ms/batch 23.74 | loss  4.62 | ppl   101.86
| epoch   7 |  4800/ 6526 batches | lr 5.00 | ms/batch 23.85 | loss  4.54 | ppl    93.81
| epoch   7 |  5000/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.56 | ppl    95.63
| epoch   7 |  5200/ 6526 batches | lr 5.00 | ms/batch 23.77 | loss  4.70 | ppl   109.63
| epoch   7 |  5400/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.63 | ppl   102.96
| epoch   7 |  5600/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.66 | ppl   106.10
| epoch   7 |  5800/ 6526 batches | lr 5.00 | ms/batch 23.76 | loss  4.73 | ppl   113.83
| epoch   7 |  6000/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.57 | ppl    97.01
| epoch   7 |  6200/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.59 | ppl    98.94
| epoch   7 |  6400/ 6526 batches | lr 5.00 | ms/batch 23.75 | loss  4.59 | ppl    98.78
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 161.14s | valid loss  5.17 | valid ppl   175.23
-----------------------------------------------------------------------------------------
| epoch   8 |   200/ 6526 batches | lr 5.00 | ms/batch 24.13 | loss  4.69 | ppl   108.74
| epoch   8 |   400/ 6526 batches | lr 5.00 | ms/batch 23.90 | loss  4.69 | ppl   108.73
| epoch   8 |   600/ 6526 batches | lr 5.00 | ms/batch 23.88 | loss  4.66 | ppl   105.94
| epoch   8 |   800/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  4.72 | ppl   112.26
| epoch   8 |  1000/ 6526 batches | lr 5.00 | ms/batch 23.90 | loss  4.61 | ppl   100.87
| epoch   8 |  1200/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  4.56 | ppl    95.55
| epoch   8 |  1400/ 6526 batches | lr 5.00 | ms/batch 23.89 | loss  4.47 | ppl    87.70
| epoch   8 |  1600/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  4.56 | ppl    95.87
| epoch   8 |  1800/ 6526 batches | lr 5.00 | ms/batch 23.94 | loss  4.62 | ppl   101.98
| epoch   8 |  2000/ 6526 batches | lr 5.00 | ms/batch 23.90 | loss  4.59 | ppl    98.29
