python /home/drr342/dl/assignments/hw3/examples/word_language_model/main.py --data /home/drr342/dl/assignments/hw3/examples/word_language_model/data/wikitext-2 --save /home/drr342/dl/assignments/hw3/models/LSTM'_'200'_'1'_'16.pt --cuda --model LSTM --epochs 10 --emsize 200 --nlayers 1 --bptt 16

/home/drr342/pyenv/py3.6.3/lib/python3.6/site-packages/torch/nn/modules/rnn.py:46: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.2 and num_layers=1
  "num_layers={}".format(dropout, num_layers))
| epoch   1 |   200/ 6526 batches | lr 20.00 | ms/batch 22.19 | loss  7.55 | ppl  1907.89
| epoch   3 |  4000/ 6526 batches | lr 20.00 | ms/batch 22.38 | loss  4.97 | ppl   144.59
| epoch   3 |  4200/ 6526 batches | lr 20.00 | ms/batch 22.48 | loss  4.98 | ppl   144.97
| epoch   3 |  4400/ 6526 batches | lr 20.00 | ms/batch 22.59 | loss  4.95 | ppl   141.28
| epoch   3 |  4600/ 6526 batches | lr 20.00 | ms/batch 22.50 | loss  4.91 | ppl   136.05
| epoch   3 |  4800/ 6526 batches | lr 20.00 | ms/batch 22.55 | loss  4.84 | ppl   126.69
| epoch   3 |  5000/ 6526 batches | lr 20.00 | ms/batch 22.52 | loss  4.84 | ppl   126.59
| epoch   3 |  5200/ 6526 batches | lr 20.00 | ms/batch 22.52 | loss  4.96 | ppl   142.02
| epoch   3 |  5400/ 6526 batches | lr 20.00 | ms/batch 22.55 | loss  4.90 | ppl   134.45
| epoch   3 |  5600/ 6526 batches | lr 20.00 | ms/batch 22.56 | loss  4.93 | ppl   138.82
| epoch   3 |  5800/ 6526 batches | lr 20.00 | ms/batch 22.52 | loss  5.00 | ppl   147.89
| epoch   3 |  6000/ 6526 batches | lr 20.00 | ms/batch 22.53 | loss  4.83 | ppl   124.78
| epoch   3 |  6200/ 6526 batches | lr 20.00 | ms/batch 22.50 | loss  4.84 | ppl   126.62
| epoch   3 |  6400/ 6526 batches | lr 20.00 | ms/batch 22.45 | loss  4.82 | ppl   123.77
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 152.78s | valid loss  5.17 | valid ppl   176.20
-----------------------------------------------------------------------------------------
| epoch   4 |   200/ 6526 batches | lr 20.00 | ms/batch 21.92 | loss  4.91 | ppl   135.03
| epoch   4 |   400/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  4.91 | ppl   135.96
| epoch   4 |   600/ 6526 batches | lr 20.00 | ms/batch 21.82 | loss  4.88 | ppl   132.21
| epoch   4 |   800/ 6526 batches | lr 20.00 | ms/batch 21.80 | loss  4.97 | ppl   144.09
| epoch   4 |  1000/ 6526 batches | lr 20.00 | ms/batch 21.79 | loss  4.84 | ppl   126.17
| epoch   4 |  1200/ 6526 batches | lr 20.00 | ms/batch 21.78 | loss  4.81 | ppl   122.44
| epoch   4 |  1400/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.71 | ppl   110.64
| epoch   4 |  1600/ 6526 batches | lr 20.00 | ms/batch 21.79 | loss  4.80 | ppl   121.50
| epoch   4 |  1800/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.88 | ppl   131.28
| epoch   4 |  2000/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  4.83 | ppl   125.59
| epoch   4 |  2200/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.80 | ppl   122.11
| epoch   4 |  2400/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  4.81 | ppl   122.22
| epoch   4 |  2600/ 6526 batches | lr 20.00 | ms/batch 21.79 | loss  4.85 | ppl   127.70
| epoch   4 |  2800/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.92 | ppl   137.15
| epoch   4 |  3000/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.86 | ppl   128.81
| epoch   4 |  3200/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.85 | ppl   127.69
| epoch   4 |  3400/ 6526 batches | lr 20.00 | ms/batch 21.82 | loss  4.97 | ppl   143.67
| epoch   4 |  3600/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.85 | ppl   127.34
| epoch   4 |  3800/ 6526 batches | lr 20.00 | ms/batch 21.79 | loss  4.81 | ppl   122.87
| epoch   4 |  4000/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.86 | ppl   128.53
| epoch   4 |  4200/ 6526 batches | lr 20.00 | ms/batch 21.82 | loss  4.85 | ppl   127.80
| epoch   4 |  4400/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.83 | ppl   125.44
| epoch   4 |  4600/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.78 | ppl   119.42
| epoch   4 |  4800/ 6526 batches | lr 20.00 | ms/batch 21.83 | loss  4.71 | ppl   111.56
| epoch   4 |  5000/ 6526 batches | lr 20.00 | ms/batch 21.80 | loss  4.71 | ppl   111.61
| epoch   4 |  5200/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.84 | ppl   126.54
| epoch   4 |  5400/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.77 | ppl   118.46
| epoch   4 |  5600/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  4.80 | ppl   121.73
| epoch   4 |  5800/ 6526 batches | lr 20.00 | ms/batch 21.83 | loss  4.87 | ppl   130.30
| epoch   4 |  6000/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.71 | ppl   110.98
| epoch   4 |  6200/ 6526 batches | lr 20.00 | ms/batch 21.81 | loss  4.73 | ppl   112.88
| epoch   4 |  6400/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.71 | ppl   110.73
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 148.30s | valid loss  5.15 | valid ppl   172.33
-----------------------------------------------------------------------------------------
| epoch   5 |   200/ 6526 batches | lr 20.00 | ms/batch 21.97 | loss  4.78 | ppl   119.28
| epoch   5 |   400/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.80 | ppl   121.31
| epoch   5 |   600/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.78 | ppl   118.64
| epoch   5 |   800/ 6526 batches | lr 20.00 | ms/batch 21.83 | loss  4.85 | ppl   127.82
| epoch   5 |  1000/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.73 | ppl   112.89
| epoch   5 |  1200/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  4.70 | ppl   110.35
| epoch   5 |  1400/ 6526 batches | lr 20.00 | ms/batch 21.83 | loss  4.61 | ppl    99.98
| epoch   5 |  1600/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.70 | ppl   109.52
| epoch   5 |  1800/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.77 | ppl   117.63
| epoch   5 |  2000/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.73 | ppl   113.50
| epoch   5 |  2200/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.71 | ppl   110.67
| epoch   5 |  2400/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  4.71 | ppl   110.71
| epoch   5 |  2600/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  4.75 | ppl   115.52
| epoch   5 |  2800/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.82 | ppl   124.36
| epoch   5 |  3000/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.75 | ppl   116.13
| epoch   5 |  3200/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.76 | ppl   116.39
| epoch   5 |  3400/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.88 | ppl   131.04
| epoch   5 |  3600/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.76 | ppl   117.16
| epoch   5 |  3800/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.72 | ppl   112.27
| epoch   5 |  4000/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.78 | ppl   119.34
| epoch   5 |  4200/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.76 | ppl   117.17
| epoch   5 |  4400/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.74 | ppl   114.56
| epoch   5 |  4600/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.69 | ppl   108.81
| epoch   5 |  4800/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.62 | ppl   101.62
| epoch   5 |  5000/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.62 | ppl   101.81
| epoch   5 |  5200/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.74 | ppl   114.77
| epoch   5 |  5400/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.69 | ppl   108.46
| epoch   5 |  5600/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.73 | ppl   112.93
| epoch   5 |  5800/ 6526 batches | lr 20.00 | ms/batch 21.83 | loss  4.78 | ppl   119.63
| epoch   5 |  6000/ 6526 batches | lr 20.00 | ms/batch 21.89 | loss  4.62 | ppl   101.71
| epoch   5 |  6200/ 6526 batches | lr 20.00 | ms/batch 21.84 | loss  4.64 | ppl   103.76
| epoch   5 |  6400/ 6526 batches | lr 20.00 | ms/batch 21.88 | loss  4.63 | ppl   102.48
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 148.52s | valid loss  5.14 | valid ppl   170.31
-----------------------------------------------------------------------------------------
| epoch   6 |   200/ 6526 batches | lr 20.00 | ms/batch 22.06 | loss  4.70 | ppl   109.54
| epoch   6 |   400/ 6526 batches | lr 20.00 | ms/batch 21.94 | loss  4.72 | ppl   111.99
| epoch   6 |   600/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  4.70 | ppl   109.64
| epoch   6 |   800/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  4.76 | ppl   117.19
| epoch   6 |  1000/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.64 | ppl   104.03
| epoch   6 |  1200/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.62 | ppl   101.38
| epoch   6 |  1400/ 6526 batches | lr 20.00 | ms/batch 21.89 | loss  4.53 | ppl    92.76
| epoch   6 |  1600/ 6526 batches | lr 20.00 | ms/batch 21.86 | loss  4.62 | ppl   101.55
| epoch   6 |  1800/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  4.70 | ppl   109.78
| epoch   6 |  2000/ 6526 batches | lr 20.00 | ms/batch 21.92 | loss  4.67 | ppl   106.18
| epoch   6 |  2200/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.64 | ppl   103.76
| epoch   6 |  2400/ 6526 batches | lr 20.00 | ms/batch 21.95 | loss  4.63 | ppl   102.53
| epoch   6 |  2600/ 6526 batches | lr 20.00 | ms/batch 21.95 | loss  4.68 | ppl   107.77
| epoch   6 |  2800/ 6526 batches | lr 20.00 | ms/batch 21.88 | loss  4.75 | ppl   115.84
| epoch   6 |  3000/ 6526 batches | lr 20.00 | ms/batch 21.93 | loss  4.68 | ppl   107.72
| epoch   6 |  3200/ 6526 batches | lr 20.00 | ms/batch 21.92 | loss  4.68 | ppl   108.12
| epoch   6 |  3400/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  4.80 | ppl   121.80
| epoch   6 |  3600/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.69 | ppl   109.28
| epoch   6 |  3800/ 6526 batches | lr 20.00 | ms/batch 21.92 | loss  4.64 | ppl   103.50
| epoch   6 |  4000/ 6526 batches | lr 20.00 | ms/batch 21.92 | loss  4.71 | ppl   110.62
| epoch   6 |  4200/ 6526 batches | lr 20.00 | ms/batch 21.94 | loss  4.68 | ppl   108.22
| epoch   6 |  4400/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.68 | ppl   107.92
| epoch   6 |  4600/ 6526 batches | lr 20.00 | ms/batch 21.93 | loss  4.62 | ppl   100.99
| epoch   6 |  4800/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.55 | ppl    94.25
| epoch   6 |  5000/ 6526 batches | lr 20.00 | ms/batch 21.88 | loss  4.56 | ppl    95.19
| epoch   6 |  5200/ 6526 batches | lr 20.00 | ms/batch 21.93 | loss  4.67 | ppl   106.29
| epoch   6 |  5400/ 6526 batches | lr 20.00 | ms/batch 21.89 | loss  4.62 | ppl   101.09
| epoch   6 |  5600/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.65 | ppl   105.07
| epoch   6 |  5800/ 6526 batches | lr 20.00 | ms/batch 21.89 | loss  4.72 | ppl   112.31
| epoch   6 |  6000/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  4.56 | ppl    95.11
| epoch   6 |  6200/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  4.58 | ppl    97.05
| epoch   6 |  6400/ 6526 batches | lr 20.00 | ms/batch 21.89 | loss  4.56 | ppl    95.93
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 148.86s | valid loss  5.13 | valid ppl   169.63
-----------------------------------------------------------------------------------------
| epoch   7 |   200/ 6526 batches | lr 20.00 | ms/batch 22.66 | loss  4.63 | ppl   102.09
| epoch   7 |   400/ 6526 batches | lr 20.00 | ms/batch 22.49 | loss  4.65 | ppl   104.52
| epoch   7 |   600/ 6526 batches | lr 20.00 | ms/batch 22.48 | loss  4.64 | ppl   103.12
| epoch   7 |   800/ 6526 batches | lr 20.00 | ms/batch 22.50 | loss  4.69 | ppl   109.12
| epoch   7 |  1000/ 6526 batches | lr 20.00 | ms/batch 22.47 | loss  4.58 | ppl    97.92
| epoch   7 |  1200/ 6526 batches | lr 20.00 | ms/batch 22.49 | loss  4.55 | ppl    94.86
| epoch   7 |  1400/ 6526 batches | lr 20.00 | ms/batch 22.49 | loss  4.46 | ppl    86.85
| epoch   7 |  1600/ 6526 batches | lr 20.00 | ms/batch 22.50 | loss  4.56 | ppl    95.29
| epoch   7 |  1800/ 6526 batches | lr 20.00 | ms/batch 22.49 | loss  4.63 | ppl   102.76
| epoch   7 |  2000/ 6526 batches | lr 20.00 | ms/batch 22.52 | loss  4.60 | ppl    99.77
| epoch   7 |  2200/ 6526 batches | lr 20.00 | ms/batch 22.56 | loss  4.57 | ppl    96.96
| epoch   7 |  2400/ 6526 batches | lr 20.00 | ms/batch 22.51 | loss  4.58 | ppl    97.45
| epoch   7 |  2600/ 6526 batches | lr 20.00 | ms/batch 22.53 | loss  4.63 | ppl   102.36
| epoch   7 |  2800/ 6526 batches | lr 20.00 | ms/batch 22.49 | loss  4.70 | ppl   110.27
| epoch   7 |  3000/ 6526 batches | lr 20.00 | ms/batch 22.46 | loss  4.61 | ppl   100.82
| epoch   7 |  3200/ 6526 batches | lr 20.00 | ms/batch 22.51 | loss  4.62 | ppl   101.98
| epoch   7 |  3400/ 6526 batches | lr 20.00 | ms/batch 22.54 | loss  4.73 | ppl   113.81
| epoch   7 |  3600/ 6526 batches | lr 20.00 | ms/batch 22.48 | loss  4.64 | ppl   103.34
| epoch   7 |  3800/ 6526 batches | lr 20.00 | ms/batch 22.33 | loss  4.59 | ppl    98.63
| epoch   7 |  4000/ 6526 batches | lr 20.00 | ms/batch 22.48 | loss  4.65 | ppl   104.70
| epoch   7 |  4200/ 6526 batches | lr 20.00 | ms/batch 22.45 | loss  4.63 | ppl   102.52
| epoch   7 |  4400/ 6526 batches | lr 20.00 | ms/batch 22.54 | loss  4.62 | ppl   101.24
| epoch   7 |  4600/ 6526 batches | lr 20.00 | ms/batch 22.47 | loss  4.56 | ppl    95.25
| epoch   7 |  4800/ 6526 batches | lr 20.00 | ms/batch 22.48 | loss  4.48 | ppl    88.63
| epoch   7 |  5000/ 6526 batches | lr 20.00 | ms/batch 22.51 | loss  4.50 | ppl    89.60
| epoch   7 |  5200/ 6526 batches | lr 20.00 | ms/batch 22.54 | loss  4.62 | ppl   101.36
| epoch   7 |  5400/ 6526 batches | lr 20.00 | ms/batch 22.44 | loss  4.55 | ppl    94.81
| epoch   7 |  5600/ 6526 batches | lr 20.00 | ms/batch 22.52 | loss  4.60 | ppl    99.14
| epoch   7 |  5800/ 6526 batches | lr 20.00 | ms/batch 22.47 | loss  4.67 | ppl   106.56
| epoch   7 |  6000/ 6526 batches | lr 20.00 | ms/batch 22.58 | loss  4.51 | ppl    91.15
| epoch   7 |  6200/ 6526 batches | lr 20.00 | ms/batch 22.43 | loss  4.53 | ppl    92.82
| epoch   7 |  6400/ 6526 batches | lr 20.00 | ms/batch 22.49 | loss  4.51 | ppl    90.95
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 152.67s | valid loss  5.15 | valid ppl   171.72
-----------------------------------------------------------------------------------------
| epoch   8 |   200/ 6526 batches | lr 5.00 | ms/batch 22.00 | loss  4.61 | ppl   100.51
| epoch   8 |   400/ 6526 batches | lr 5.00 | ms/batch 21.93 | loss  4.62 | ppl   101.79
| epoch   8 |   600/ 6526 batches | lr 5.00 | ms/batch 21.98 | loss  4.59 | ppl    98.83
| epoch   8 |   800/ 6526 batches | lr 5.00 | ms/batch 21.94 | loss  4.63 | ppl   102.02
| epoch   8 |  1000/ 6526 batches | lr 5.00 | ms/batch 21.95 | loss  4.51 | ppl    90.49
| epoch   8 |  1200/ 6526 batches | lr 5.00 | ms/batch 21.94 | loss  4.46 | ppl    86.82
| epoch   8 |  1400/ 6526 batches | lr 5.00 | ms/batch 21.88 | loss  4.39 | ppl    80.93
| epoch   8 |  1600/ 6526 batches | lr 5.00 | ms/batch 21.94 | loss  4.48 | ppl    88.23
| epoch   8 |  1800/ 6526 batches | lr 5.00 | ms/batch 21.97 | loss  4.53 | ppl    92.58
| epoch   8 |  2000/ 6526 batches | lr 5.00 | ms/batch 21.91 | loss  4.48 | ppl    88.09
